stu_code,spr_code,stu_gend,Disability,scj_crsc,scj_moac,stu_hqlc,Age,Class,spr_levc,Tariff,Yr1Mark,FinalMark,MitClaims,StuSup
1502864,1502864/1,F,No,BASPBUSMAN,FT,P50,20,2,L6,420,60.25,62.63,0,0
1502867,1502867/1,F,Yes,BAAAH,FT,P41,21,1,L6,,63.75,67.2,2,203
1502887,1502887/1,F,No,BAAAH,FT,P41,20,9,L6,400,60.5,68.95,0,0
1502917,1502917/1,M,No,BSCSPSCO,FT,HUK,21,1,L6,230,64.63,66.33,0,2
1502924,1502924/1,F,No,BAPEPRI,FT,P50,21,2,L6,220,58,60.25,0,1
1502955,1502955/1,M,Yes,BASPDEVCO,FT,Q80,21,1,L6,420,55.25,66.48,0,9
1502956,1502956/1,M,No,BAPESC,FT,HUK,23,6,L6,420,56.13,58.85,1,9
1502957,1502957/1,M,No,BAPESC,FT,P47,22,6,L6,440,56.88,67.53,0,0
1502981,1502981/1,F,Yes,BSCSPEX,FT,P50,22,3,L6,140,66.63,59.95,0,35
1502987,1502987/1,F,No,BAAAH,FT,P50,21,3,L6,260,63.13,69.95,0,10
1503003,1503003/1,F,No,BAAAH,FT,HUK,21,3,L6,200,53,58.9,0,0
1503005,1503005/1,F,No,BAAAH,FT,P50,21,7,L6,,68.5,65,1,150
1503015,1503015/1,F,No,BAAAH,FT,Q80,21,1,L6,420,63.58,69.93,1,1
1503018,1503018/1,F,No,BAAAH,FT,P50,21,7,L6,430,61,65.93,0,0
1503028,1503028/1,M,No,BSCSPEX,FT,Q80,21,2,L6,420,48.5,52.43,0,0
1503034,1503034/1,F,No,BAAAH,FT,P50,21,1,L6,220,62.63,65.88,0,1
1503051,1503051/1,F,No,BAAAH,FT,P50,21,9,L6,250,59.5,67,0,0
1503061,1503061/1,F,No,BAEDEC,FT,P93,21,7,L6,380,57.75,51.15,0,0
1503062,1503062/1,M,No,BAPESC,FT,P41,21,4,L6,380,47.25,57.65,0,6
1503068,1503068/1,F,No,BAAAH,FT,P41,22,2,L6,360,65,61.48,0,3
1503079,1503079/1,M,No,BSBM,FT,P50,21,1,L6,320,52.38,56.73,0,0
1503082,1503082/1,F,Yes,BAAAH,FT,Q80,20,2,L6,585,57.25,59.98,1,28
1503088,1503088/1,M,No,BABM,FT,P50,20,9,L6,160,54.13,55.43,0,1
1503126,1503126/1,M,No,BAAAH,FT,P50,21,2,L6,213,57.88,60.78,0,6
1503131,1503131/1,F,Yes,BAAAH,FT,P50,21,2,L6,410,60.63,65.8,0,25
1503136,1503136/1,F,No,BAAAH,FT,P50,21,1,L6,410,62.25,65.73,0,0
1503138,1503138/1,M,No,BAPEPRI,FT,P80,20,2,L6,220,49.13,52.75,0,23
1503143,1503143/1,M,No,BAAAH,FT,MUK,21,3,L6,260,58.63,63.2,0,52
1503150,1503150/1,M,No,BABM,FT,Q80,22,2,L6,380,62.25,55.95,0,0
1503155,1503155/1,M,No,BASPDEVCO,FT,P41,21,6,L6,420,52.13,46.6,0,0
1503166,1503166/1,F,Yes,BAAAH,FT,P50,22,1,L6,260,61.25,64.35,0,0
1503174,1503174/1,F,No,BAAAH,FT,HUK,21,9,L6,310,56.38,60.88,0,1
1503187,1503187/1,M,No,BAAAH,FT,Q80,20,6,L6,260,52.5,57.78,0,2
1503188,1503188/1,F,Yes,BAAAH,FT,Q80,21,6,L6,320,59.13,62.08,1,32
1503212,1503212/1,M,No,BASPDEVCO,FT,P50,21,1,L6,160,52.13,57.2,0,2
1503221,1503221/1,F,No,BAAAH,FT,P50,21,2,L6,200,63.38,61.13,0,0
1503230,1503230/1,F,No,BABM,FT,HUK,20,1,L6,290,55,64.93,0,0
1503244,1503244/1,M,No,BAPEPRI,FT,Q80,32,9,L6,,56.63,64.98,3,99
1503274,1503274/1,F,No,BAAAH,FT,P50,21,2,L6,340,67.13,63.25,0,2
1503275,1503275/1,F,No,BASPBUSMAN,FT,P50,21,3,L6,370,59.63,61.83,2,2
1503278,1503278/1,F,No,BABM,FT,P50,20,2,L6,200,69.38,65.8,0,0
1503285,1503285/1,F,No,BAAAH,FT,P41,22,4,L6,630,53.5,58.08,2,31
1503292,1503292/1,M,No,BAPESEC,FT,HUK,21,3,L6,380,55.38,60.48,0,11
1503293,1503293/1,F,No,BAAAH,FT,P50,21,5,L6,300,62.75,63.3,0,0
1503309,1503309/1,F,No,BAAAH,FT,HUK,21,9,L6,310,62,66.2,0,5
1503319,1503319/1,F,Yes,BABM,FT,P50,21,1,L6,360,61.25,61.98,1,14
1503343,1503343/1,M,No,BAAAH,FT,P50,22,2,L6,240,60.88,58.68,0,0
1503351,1503351/1,F,Yes,BAAAH,FT,Q80,21,1,L6,240,58.5,68.7,0,16
1503352,1503352/1,M,Yes,BAPESC,FT,Q80,21,6,L6,350,52.38,58.38,0,39
1503361,1503361/1,F,No,BAAAH,FT,Q80,50,6,L6,,64,65.18,0,0
1503372,1503372/1,F,Yes,BAAAH,FT,P50,20,6,L6,140,52.5,57.53,0,24
1503377,1503377/1,M,No,BAAAH,FT,P50,22,9,L6,280,60.88,67.38,0,0
1503379,1503379/1,F,No,BABM,FT,Q80,22,3,L6,420,65.88,69.53,0,0
1503385,1503385/1,F,No,BAAAH,FT,P50,21,6,L6,220,64,66.43,0,1
1503396,1503396/1,M,No,BAPESC,FT,P50,21,2,L6,380,57,58.08,1,6
1503399,1503399/1,M,No,BAAAH,FT,Q80,21,1,L6,260,45.25,51.25,0,0
1503401,1503401/1,F,No,BSCSEPS,FT,HUK,22,6,L6,280,61.13,70.7,0,9
1503421,1503421/1,M,No,BSCSPEX,FT,P41,22,4,L6,400,59.13,61.13,0,1
1503427,1503427/1,F,No,BAAAH,FT,P50,20,1,L6,280,60.75,62.95,0,0
1503434,1503434/1,F,No,BAPESEC,FT,M71,22,3,L6,220,59.5,63.25,0,0
1503450,1503450/1,F,No,BAAAH,FT,P50,20,9,L6,350,68.5,63.95,0,2
1503458,1503458/1,F,No,BAAAH,FT,HUK,21,9,L6,395,65.13,55.63,0,11
1503461,1503461/1,M,Yes,BSCMAML,FT,P50,21,3,L6,160,56.08,62.28,0,24
1503467,1503467/1,F,Yes,BAAAH,FT,Q80,20,3,L6,200,60.13,63.48,0,17
1503470,1503470/1,M,No,BABM,FT,P50,21,6,L6,170,61.13,60.63,0,2
1503481,1503481/1,F,No,BAAAH,FT,P50,21,7,L6,240,59.38,66.3,0,0
1503486,1503486/1,M,No,BAPEPRI,FT,P50,20,2,L6,240,69.75,66,0,1
1503504,1503504/1,M,No,BABM,FT,P50,21,6,L6,150,63.38,65.18,0,0
1503511,1503511/1,F,Yes,BSCPSYCH,FT,Q80,21,4,L6,200,63.88,62.65,0,16
1503513,1503513/1,M,No,BAAAH,FT,P50,21,2,L6,200,54.38,56.88,0,1
1503519,1503519/1,F,No,BAAAH,FT,P50,21,6,L6,330,61.88,67.4,0,0
1503521,1503521/1,M,No,BAAAH,FT,P41,21,9,L6,380,66.79,74.28,0,0
1503529,1503529/1,M,No,BASPDEVCO,FT,P41,21,6,L6,420,54.88,56.88,0,1
1503531,1503531/1,F,No,BAAAH,FT,P41,21,4,L6,500,62.5,64.5,0,1
1503535,1503535/1,F,No,BASPDEVCO,FT,P50,21,4,L6,220,56.25,68.63,0,4
1503536,1503536/2,M,Yes,BAAAH,FT,P41,23,3,L6,200,61,64.35,0,29
1503538,1503538/1,F,No,BAAAH,FT,P50,22,6,L6,140,56,63.2,0,0
1503559,1503559/1,M,No,BAAAH,FT,P50,22,6,L6,200,58.63,58.13,0,0
1503581,1503581/1,M,No,BSCFCPERF,FT,Q80,21,2,L6,380,56.13,58.35,0,0
1503583,1503583/1,M,No,BASPDEVCO,FT,HUK,20,2,L6,420,48.38,52.15,0,78
1503586,1503586/1,M,Yes,BSCFCPERF,FT,HUK,21,2,L6,140,59.13,63.45,3,21
1503587,1503587/1,F,Yes,BAAAH,FT,P42,24,7,L6,600,53.88,62.35,0,9
1503600,1503600/1,M,Yes,BAAAH,FT,P50,21,1,L6,240,58,65.15,0,67
1503613,1503613/1,F,No,BAAAH,FT,P50,21,1,L6,220,62.5,67.75,0,0
1503616,1503616/1,M,No,BASPBUSMAN,FT,P50,21,5,L6,200,48.88,55.08,0,0
1503618,1503618/1,F,No,BAAAH,FT,P41,21,2,L6,480,62.5,65.05,0,5
1503620,1503620/1,M,No,BSCFCPERF,FT,HUK,22,2,L6,420,57.63,74.1,1,10
1503629,1503629/1,M,No,BSCSPEX,FT,Q80,22,2,L6,420,49.63,53.18,0,1
1503639,1503639/1,M,No,BAAAH,FT,P42,20,2,L6,330,59.75,61.68,0,4
1503645,1503645/1,F,No,BAAAH,FT,Q80,21,1,L6,380,65.46,66.78,0,19
1503655,1503655/1,F,Yes,BAAAH,FT,P50,21,9,L6,260,66.13,68.5,0,32
1503658,1503658/1,M,No,BAAAH,FT,P50,21,2,L6,270,65,67.23,0,0
1503675,1503675/1,M,No,BABM,FT,P42,21,3,L6,220,55.63,56.9,0,0
1503708,1503708/1,F,No,BAAAH,FT,P93,21,9,L6,380,55.5,59.3,0,21
1503711,1503711/1,M,No,BSCSEPS,FT,HUK,21,2,L6,360,56.75,58.25,0,0
1503727,1503727/1,F,No,BAAAH,FT,P50,22,3,L6,320,57.88,63.03,0,1
1503730,1503730/1,F,No,BAPESEC,FT,P50,22,3,L6,390,72,77.13,0,0
1503738,1503738/1,F,No,BAAAH,FT,P42,21,1,L6,260,66.63,66.2,0,2
1503741,1503741/1,F,No,BAAAH,FT,P50,21,2,L6,380,59.38,59.28,0,1
1503755,1503755/1,M,No,BSCFCPERF,FT,C20,22,5,L6,470,55.13,60.08,0,2
1503767,1503767/1,F,No,BAAAH,FT,P50,21,9,L6,480,57.88,65.45,1,1
1503789,1503789/1,M,No,BABM,FT,P50,21,4,L6,300,67.25,61.58,0,0
1503817,1503817/1,F,No,BAPESC,FT,P50,21,4,L6,250,57.63,56.15,0,2
1503820,1503820/1,F,Yes,BAAAH,FT,P50,20,5,L6,120,52.13,57.8,0,14
1503843,1503843/1,F,Yes,BAAAH,FT,P41,21,4,L6,420,67.17,69.4,0,20
1503849,1503849/1,M,No,BAAAH,FT,P41,22,3,L6,540,73.7,74.2,0,1
1503856,1503856/1,F,Yes,BAAAH,FT,P41,22,1,L6,380,60.13,60.98,0,17
1503884,1503884/1,M,No,BAAAH,FT,Q80,20,2,L6,380,60.5,63.6,0,0
1503907,1503907/1,M,No,BAAAH,FT,P93,21,6,L6,500,67,63.2,0,2
1503919,1503919/1,F,No,BAAAH,FT,P42,21,2,L6,220,51.25,60.9,0,0
1503930,1503930/1,F,No,BAAAH,FT,HUK,22,1,L6,240,57.38,63.23,0,4
1503951,1503951/1,F,No,BAAAH,FT,P50,20,6,L6,370,59.63,62,0,0
1503964,1503964/1,F,No,BAAAH,FT,P41,21,2,L6,540,74.46,73.15,1,9
1503964,1503964/1,F,No,BAAAH,FT,P41,21,2,L6,540,76.25,73.15,1,9
1503984,1503984/1,F,No,BAAAH,FT,P41,21,6,L6,450,62,67.23,0,34
1503999,1503999/1,F,No,BAAAH,FT,Q80,23,9,L6,420,57,62.75,0,2
1504002,1504002/1,F,No,BAPESC,FT,Q80,21,6,L6,260,51.63,53.68,0,2
1504004,1504004/1,F,Yes,BAAAH,FT,P42,21,2,L6,220,51,58.88,0,38
1504007,1504007/1,F,No,BAPESEC,FT,HUK,21,2,L6,200,61.75,69.25,0,1
1504021,1504021/1,M,Yes,BASPDEVCO,FT,P50,22,3,L6,410,64,64.9,1,6
1504032,1504032/1,M,No,BAPESC,FT,Q80,20,5,L6,360,45.75,43.23,0,4
1504033,1504033/1,M,No,BABM,FT,P50,22,2,L6,260,50.5,57.65,0,15
1504035,1504035/1,F,Yes,BAAAH,FT,P41,23,3,L6,240,59.13,60.35,0,5
1504043,1504043/1,F,Yes,BAAAH,FT,P41,22,3,L6,430,59.88,58.3,0,4
1504051,1504051/1,F,No,BAAAH,FT,P42,20,6,L6,440,59.38,66.25,0,0
1504053,1504053/1,F,Yes,BAAAH,FT,P42,21,9,L6,260,56.88,55.63,0,29
1504054,1504054/3,F,No,BSCSPTH,FT,P50,22,3,L6,420,63,68.4,0,2
1504068,1504068/1,M,No,BSCCSPC,FT,P80,21,3,L6,280,60.25,66.13,0,1
1504087,1504087/1,M,No,BAAAH,FT,HUK,21,5,L6,270,66,68.6,0,1
1504109,1504109/1,F,No,BAAAH,FT,P50,21,2,L6,405,65.75,66.53,0,0
1504120,1504120/1,F,No,BAAAH,FT,P50,21,1,L6,245,53.13,60.15,0,0
1504130,1504130/1,F,No,BAAAH,FT,P50,22,2,L6,,52.13,55.95,1,13
1504138,1504138/1,F,No,BAAAH,FT,P41,22,4,L6,360,58,64.3,0,16
1504146,1504146/1,F,No,BAAAH,FT,P50,21,6,L6,350,55.38,60.03,0,4
1504147,1504147/1,F,No,BAAAH,FT,P41,21,2,L6,460,57,60.05,0,1
1504187,1504187/1,M,Yes,BAAAH,FT,P50,20,6,L6,220,60,61,1,26
1504188,1504188/1,M,Yes,BAPESEC,FT,P41,22,6,L6,300,53.63,65.33,0,22
1504194,1504194/1,F,Yes,BAAAH,FT,Q80,21,4,L6,400,55.13,62.6,0,0
1504199,1504199/1,F,No,BAAAH,FT,P50,21,6,L6,300,59.75,65.95,1,3
1504201,1504201/1,F,Yes,BAAAH,FT,P42,21,7,L6,580,63.25,60.53,0,14
1504212,1504212/1,M,No,BSCSPSCO,FT,Q80,21,2,L6,120,60.88,58,0,0
1504213,1504213/1,F,No,BAAAH,FT,P41,22,3,L6,480,60.13,64.1,0,36
1504221,1504221/1,M,No,BAAAH,FT,P50,21,3,L6,170,59.88,61.7,0,1
1504238,1504238/1,M,No,BASPST,FT,HUK,20,9,L6,160,52.63,59.1,0,0
1504270,1504270/1,F,No,BAAAH,FT,P50,22,6,L6,320,61,64.3,1,0
1504291,1504291/1,M,No,BACOMMU,FT,Q80,21,2,L6,360,62.75,63.53,0,0
1504293,1504293/1,M,No,BACOMMU,FT,Q80,22,6,L6,320,57.25,60.48,0,0
1504310,1504310/1,F,No,BAAAH,FT,P41,22,5,L6,650,52,62.55,0,2
1504311,1504311/1,M,Yes,BAAAH,FT,HUK,21,6,L6,240,51.88,61.18,0,34
1504317,1504317/1,M,No,BAPESC,FT,P50,21,9,L6,230,55.75,55.43,0,0
1504345,1504345/1,F,No,BAAAH,FT,P41,21,4,L6,320,57.38,60.4,0,31
1504354,1504354/1,M,No,BAAAH,FT,P50,21,6,L6,240,62.63,66.63,0,0
1504361,1504361/1,M,No,BAAAH,FT,P50,21,1,L6,310,58.5,61.3,0,2
1504367,1504367/1,M,No,BAAAH,FT,P41,22,4,L6,280,61.13,64.9,0,0
1504392,1504392/1,M,No,BSCSPSCO,FT,HUK,36,7,L6,,67.25,64.78,0,0
1504395,1504395/1,M,No,BAAAH,FT,P42,21,1,L6,260,63.25,67.15,0,0
1504396,1504396/1,F,No,BAAAH,FT,X04,21,9,L6,,72.25,70.25,0,0
1504409,1504409/1,M,No,BAAAH,FT,P62,22,2,L6,036,74.17,74.3,0,0
1504441,1504441/3,F,No,BSCPSYCH,FT,Q80,35,9,L6,,73.75,71.63,1,1
1504448,1504448/1,F,No,BAAAH,FT,C30,22,2,L6,380,61.63,59.58,0,63
1504449,1504449/1,F,Yes,BAAAH,FT,P50,23,2,L6,260,66.5,68.38,0,26
1504456,1504456/1,F,No,BSCSEPS,FT,P50,23,2,L6,460,73.13,72.43,0,2
1504489,1504489/1,F,No,BAPESEC,FT,HUK,21,3,L6,420,64.75,66,1,9
1504490,1504490/2,F,No,BSCSPEX,FT,P50,21,7,L6,320,67,68.93,1,23
1504503,1504503/1,F,No,BAAAH,FT,P50,22,6,L6,260,63.75,60.15,0,0
1504505,1504505/1,F,No,BAAAH,FT,P50,22,5,L6,260,63,65.78,0,17
1504514,1504514/1,M,Yes,BAAAH,FT,P50,22,6,L6,260,69.65,69.73,0,3
1504519,1504519/1,M,No,BAPESC,FT,HUK,22,9,L6,320,66.75,60.4,0,0
1504521,1504521/1,F,No,BSCSPEX,FT,HUK,21,1,L6,,64.75,69.6,0,0
1504535,1504535/1,M,No,BSCSPEX,FT,P50,22,9,L6,190,51.38,52.53,0,0
1504537,1504537/1,M,No,BAAAH,FT,P50,22,2,L6,240,67,72.55,0,6
1504549,1504549/1,F,No,BAAAH,FT,X06,22,1,L6,400,69,73.25,1,13
1504559,1504559/1,F,No,BAAAH,FT,Q80,21,9,L6,400,66.92,62.33,0,0
1504562,1504562/1,F,No,BAAAH,FT,HUK,21,9,L6,320,61.13,64.73,0,1
1504574,1504574/1,F,No,BAPESC,FT,P41,26,2,L6,240,61.38,63.48,0,3
1504575,1504575/1,M,No,BSCSPEX,FT,HUK,20,9,L6,280,42.25,54.85,1,1
1504591,1504591/1,F,No,BAAAH,FT,Q80,20,3,L6,400,57.5,65.88,0,0
1504598,1504598/1,M,No,BSCSPEX,FT,P41,22,1,L6,320,53.5,52.88,0,15
1504599,1504599/1,F,No,BAAAH,FT,P50,22,6,L6,190,63.75,66,0,0
1504602,1504602/1,M,No,BSCPSYCH,FT,P50,21,9,L6,230,60.38,67.5,0,0
1504610,1504610/1,M,No,BAAAH,FT,P50,21,1,L6,220,65.25,69.7,0,0
1504612,1504612/1,M,No,BASPBUSMAN,FT,P41,22,9,L6,220,57.63,59.78,0,0
1504615,1504615/1,F,No,BAPESC,FT,P50,20,6,L6,290,50.13,51.08,0,0
1504634,1504634/1,M,No,BAAAH,FT,P50,21,2,L6,290,59.75,60.1,0,0
1504639,1504639/1,F,No,BAAAH,FT,P41,22,7,L6,500,64.46,64.45,0,10
1504652,1504652/1,F,No,BSCSPTH,FT,P50,21,2,L6,270,54.88,62.3,0,0
1504655,1504655/1,F,No,BSCFCPERF,FT,HUK,21,9,L6,290,56.25,63.88,0,0
1504676,1504676/1,M,No,BASPDEVCO,FT,P41,23,6,L6,340,54.75,55.1,0,0
1504685,1504685/1,M,No,BASPBUSMAN,FT,P50,22,3,L6,180,60.63,73.98,0,0
1504697,1504697/1,F,No,BAAAH,FT,P50,21,1,L6,250,56.25,59.68,1,4
1504700,1504700/2,M,No,BSCFCPERF,FT,HUK,21,6,L6,240,53,50.28,1,12
1504705,1504705/1,M,No,BAPESC,FT,HUK,21,1,L6,180,53.63,59.53,0,0
1504721,1504721/1,F,No,BAAAH,FT,P41,22,4,L6,390,67,63.5,0,3
1504749,1504749/1,M,No,BSCSPEX,FT,P50,21,1,L6,200,56,62.25,0,1
1504755,1504755/1,F,No,BAAAH,FT,P50,21,1,L6,320,62.63,59.95,0,26
1504764,1504764/1,F,Yes,BABM,FT,P41,22,2,L6,450,63.88,64.18,1,28
1504785,1504785/1,F,No,BAAAH,FT,P41,21,1,L6,320,54.38,59.35,0,1
1504796,1504796/1,M,No,BAAAH,FT,P50,21,2,L6,210,56,52.53,0,5
1504798,1504798/1,F,Yes,BAAAH,FT,J10,22,1,L6,120,55.13,59.44,3,159
1504806,1504806/1,M,Yes,BAAAH,FT,P50,21,1,L6,300,67.4,71.9,1,43
1504813,1504813/1,F,No,BAAAH,FT,P46,22,7,L6,260,57.13,54.23,0,19
1504834,1504834/1,F,Yes,BAAAH,FT,P50,22,9,L6,360,65.88,66.03,0,26
1504835,1504835/1,F,No,BASPDEVCO,FT,P50,21,6,L6,230,64.75,70.35,0,0
1504854,1504854/2,M,No,BAPESEC,FT,P41,22,9,L6,410,54,62.05,0,0
1504858,1504858/1,M,No,BABM,FT,P41,22,1,L6,520,71.63,64.1,0,0
1504865,1504865/1,M,No,BAAAH,FT,P41,22,1,L6,160,58.13,53.8,0,1
1504870,1504870/1,M,Yes,BAPESEC,FT,P41,22,7,L6,240,44.5,43.55,2,43
1504871,1504871/1,F,No,BAAAH,FT,P41,22,6,L6,420,60.13,65.15,0,0
1504874,1504874/1,M,No,BAAAH,FT,P50,20,9,L6,200,62.75,60.48,0,6
1504875,1504875/1,F,No,BAAAH,FT,P50,22,2,L6,175,52.88,58.58,0,10
1504888,1504888/1,M,No,BASPDEVCO,FT,P50,21,4,L6,200,63.25,64.35,0,0
1504896,1504896/1,M,No,BASPBUSMAN,FT,P50,21,1,L6,260,55.88,58.15,0,0
1504908,1504908/1,F,Yes,BAEDSENDS,FT,P41,23,4,L6,600,63.13,71.95,0,24
1504909,1504909/1,F,Yes,BAAAH,FT,P41,20,6,L6,340,66.65,67.08,0,1
1504927,1504927/1,F,Yes,BAAAH,FT,HUK,21,7,L6,340,62.5,59.95,0,28
1504935,1504935/1,F,No,BACHILDFAM,FT,P50,21,5,L6,220,60.67,71.3,2,1
1504936,1504936/1,F,No,BAAAH,FT,P50,22,2,L6,360,59.38,58.65,0,0
1504943,1504943/1,M,Yes,BAPESEC,FT,P41,21,2,L6,320,54.25,54.15,0,20
1504957,1504957/1,F,No,BSCSPTH,FT,Q80,20,9,L6,450,59.5,59.45,0,37
1504958,1504958/1,F,No,BSCSPTH,FT,P41,22,3,L6,260,46.5,59.38,0,1
1504959,1504959/1,M,No,BAAAH,FT,P50,22,2,L6,320,60.25,63.7,1,0
1504978,1504978/1,F,No,BSCPSYCH,FT,P50,22,2,L6,420,64.13,63.05,0,2
1504979,1504979/1,M,No,BSCSPEX,FT,HUK,22,2,L6,280,56,64.13,0,0
1505004,1505004/1,M,No,BAPESEC,FT,P50,23,6,L6,090,65.75,66.4,1,1
1505005,1505005/1,F,No,BASPDEVCO,FT,HUK,21,9,L6,260,52.5,54.8,0,14
1505036,1505036/1,F,No,BAAAH,FT,Q80,21,6,L6,280,54.63,67.23,0,1
1505054,1505054/1,M,No,BAAAH,FT,HUK,33,7,L6,110,67.88,73.88,0,7
1505057,1505057/1,F,No,BAAAH,FT,P41,20,2,L6,080,45.75,49.08,1,7
1505057,1505057/1,F,No,BAAAH,FT,P41,20,2,L6,080,47.45,49.08,1,7
1505069,1505069/1,M,No,BAPESC,FT,P42,21,9,L6,440,60.38,52.88,0,23
1505070,1505070/1,M,No,BAAAH,FT,P50,21,4,L6,310,66.38,66.33,0,0
1505075,1505075/1,M,No,BAAAH,FT,HUK,24,3,L6,040,52.38,60.88,0,0
1505081,1505081/1,F,Yes,BAAAH,FT,P50,22,6,L6,260,65.88,62.9,0,30
1505082,1505082/1,M,No,BACOMMU,FT,Q80,21,6,L6,,59.63,64.4,0,3
1505086,1505086/1,M,No,BABM,FT,X04,29,2,L6,,74.38,61.1,0,0
1505090,1505090/1,F,Yes,BABM,FT,HUK,22,1,L6,220,56.75,61.8,3,66
1505096,1505096/1,F,No,BAPESC,FT,HUK,22,4,L6,410,57.63,61.58,0,0
1505102,1505102/1,F,No,BAAAH,FT,P50,21,2,L6,270,60.4,69.88,0,1
1505116,1505116/1,F,No,BAAAH,FT,P50,21,9,L6,260,67.25,70.58,0,0
1505122,1505122/1,F,Yes,BAAAH,FT,HUK,22,9,L6,490,62.9,63.4,0,7
1505126,1505126/1,F,No,BAAAH,FT,Q80,22,3,L6,280,51.5,48.98,1,64
1505134,1505134/1,M,No,BAPESC,FT,Q80,21,6,L6,420,64.25,56.05,0,0
1505138,1505138/1,F,No,BSCSPTH,FT,Q80,23,1,L6,420,53.88,51.1,0,0
1505148,1505148/2,M,No,BAPESEC,FT,P41,27,3,L6,,77.38,78.78,0,2
1505160,1505160/1,M,No,BSCSPTH,FT,P41,21,2,L6,510,55,56.83,0,5
1505161,1505161/1,F,No,BAAAH,FT,Q80,21,4,L6,240,58.25,58.7,1,17
1505183,1505183/1,F,No,BAAAH,FT,P50,20,6,L6,370,61.38,64.75,0,0
1505186,1505186/1,M,No,BAAAH,FT,HUK,21,2,L6,280,62.75,66.43,0,0
1505202,1505202/1,F,Yes,BAAAH,FT,P50,21,2,L6,480,60.63,66.55,0,3
1505203,1505203/1,M,Yes,BAAAH,FT,P50,22,2,L6,270,56.88,64.83,0,21
1505206,1505206/1,F,Yes,BASPDEVCO,FT,P50,22,2,L6,380,71.13,79.63,2,84
1505209,1505209/1,F,Yes,BAAAH,FT,P50,21,1,L6,390,64.5,64.6,0,32
1505211,1505211/1,F,No,BAAAH,FT,P42,22,7,L6,280,63.6,65.85,0,10
1505213,1505213/1,F,No,BAAAH,FT,P50,20,3,L6,380,59.75,66.28,0,0
1505214,1505214/1,M,No,BAAAH,FT,P50,21,3,L6,440,60.63,67.5,0,0
1505241,1505241/1,M,No,BAPESEC,FT,P50,21,9,L6,500,65.88,64.6,0,10
1505260,1505260/1,M,No,BAPESEC,FT,P41,23,6,L6,540,61.75,61.33,0,0
1505268,1505268/1,F,No,BAAAH,FT,P41,21,2,L6,140,66.75,71.03,0,0
1505273,1505273/2,M,No,BAPESEC,FT,Q80,22,2,L6,033,60.25,62.4,0,0
1505279,1505279/1,F,No,BAAAH,FT,P50,21,2,L6,180,59.25,64.4,0,3
1505282,1505282/1,F,No,BABM,FT,Q80,22,9,L6,320,71.25,69.95,0,0
1505290,1505290/1,M,No,BASPBUSMAN,FT,C20,23,9,L6,,43.25,50.9,0,5
1505313,1505313/1,M,No,BAAAH,FT,HUK,21,9,L6,240,61.5,64.78,0,12
1505317,1505317/1,F,No,BAAAH,FT,HUK,21,6,L6,180,60.5,63.95,0,8
1505343,1505343/1,F,No,BAAAH,FT,P50,20,9,L6,480,60,64.18,0,27
1505351,1505351/1,M,No,BAPEPRI,FT,Q80,22,2,L6,320,48.38,51.35,0,0
1505353,1505353/1,F,Yes,BAAAH,FT,P41,23,2,L6,220,69.25,64.75,0,19
1505361,1505361/1,M,No,BSCPOL,FT,P50,24,2,L6,200,61.13,65.93,0,0
1505374,1505374/1,F,No,BAAAH,FT,P41,20,9,L6,380,54.5,63.65,0,0
1505379,1505379/2,M,No,BSCSEPS,FT,P50,20,4,L6,200,73.25,72.03,0,0
1505386,1505386/1,F,No,BAAAH,FT,HUK,47,9,L6,080,65.88,67.75,0,2
1505401,1505401/1,M,No,BAAAH,FT,P50,21,2,L6,280,59.5,58.35,0,2
1505402,1505402/1,F,No,BAAAH,FT,HUK,22,4,L6,275,51.13,51.38,1,10
1505406,1505406/1,M,No,BAAAH,FT,J10,26,6,L6,300,51.55,62.8,0,2
1505423,1505423/1,M,No,BSCSPTH,FT,Q80,21,4,L6,320,51.38,51.78,0,1
1505425,1505425/1,F,No,BAAAH,FT,P50,20,6,L6,360,62.88,64.13,0,0
1505427,1505427/1,F,No,BAAAH,FT,P41,22,2,L6,450,61.2,60.63,0,0
1505428,1505428/1,F,No,BABM,FT,P41,23,9,L6,200,63.63,65.4,0,0
1505433,1505433/1,F,No,BAAAH,FT,P92,21,3,L6,380,61.25,64.25,0,8
1505436,1505436/1,F,No,BSCSEPS,FT,P50,21,9,L6,150,58.25,59.5,0,1
1505438,1505438/1,M,Yes,BAAAH,FT,HUK,21,3,L6,280,61.25,55.7,0,26
1505443,1505443/1,M,No,BASPBUSMAN,FT,P42,21,2,L6,200,56.38,60.9,0,0
1505469,1505469/1,F,No,BAAAH,FT,P41,21,3,L6,600,76.35,67.65,0,0
1505471,1505471/1,F,No,BAAAH,FT,P50,20,3,L6,510,60.63,61.8,0,1
1505477,1505477/1,F,Yes,BAAAH,FT,P41,21,4,L6,120,56,62.5,0,2
1505492,1505492/1,F,No,BAAAH,FT,P50,22,1,L6,280,63,64.13,0,7
1505498,1505498/1,M,Yes,BAAAH,FT,P41,20,2,L6,360,60.25,60.03,0,3
1505499,1505499/1,F,No,BAAAH,FT,HUK,25,9,L6,280,61.88,66.9,0,4
1505500,1505500/1,M,No,BABM,FT,P50,22,1,L6,210,71.5,64.68,0,0
1505503,1505503/1,M,No,BAAAH,FT,P50,21,3,L6,380,64.88,62.13,0,3
1505513,1505513/1,M,No,BAPESEC,FT,P41,22,2,L6,440,49.88,47,2,0
